tweet_id,username,content,timestamp,likes,retweets,replies,hashtags,mentions,source_hashtag,scraped_at,cashtags,date
chartwizard|2026-09-05T07:07:14.276354+00:00|Profit booking seen in #intraday near 22,chartwizard,"Profit booking seen in #intraday near 22816, caution advised",2026-09-05 07:07:14.276354+00:00,0,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.272656+00:00,[],2026-09-05
algo_anil|2026-09-04T19:41:14.616186+00:00|#nifty50 range-bound between 22892 and 2,algo_anil,"#nifty50 range-bound between 22892 and 23192 today, waiting for a clear direction DYOR.",2026-09-04 19:41:14.616186+00:00,12,2,2,"['nifty50', 'banknifty']",[],nifty50,2026-09-05 19:16:04.313505+00:00,[],2026-09-04
"chartwizard|2026-09-05T09:13:12.869601+00:00|FIIs buying heavily today, #nifty50 coul",chartwizard,"FIIs buying heavily today, #nifty50 could test 22565 by expiry",2026-09-05 09:13:12.869601+00:00,8,2,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.307859+00:00,[],2026-09-05
"dalalstreet_diary|2026-09-04T19:26:24.363321+00:00|#sensex consolidating near 49646, need a",dalalstreet_diary,"#sensex consolidating near 49646, need a breakout either side",2026-09-04 19:26:24.363321+00:00,2,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.274486+00:00,[],2026-09-04
"banknifty_baba|2026-09-05T17:19:14.960134+00:00|Buy the dip on 49773, 50223 target for s",banknifty_baba,"Buy the dip on 49773, 50223 target for swing trade #banknifty $NIFTY Let's see how it closes.",2026-09-05 17:19:14.960134+00:00,9,1,1,"['banknifty', 'intraday']",['user_a44923'],banknifty,2026-09-05 19:16:04.289404+00:00,['NIFTY'],2026-09-05
"niftyguru|2026-09-05T18:31:03.243208+00:00|Global markets weak overnight, #intraday",niftyguru,"Global markets weak overnight, #intraday may gap down below 50968",2026-09-05 18:31:03.243208+00:00,4,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.279353+00:00,[],2026-09-05
"banknifty_baba|2026-09-05T13:52:44.285140+00:00|Low volume day for #sensex, market await",banknifty_baba,"Low volume day for #sensex, market awaiting 47678 confirmation Options data suggests the same.",2026-09-05 13:52:44.285140+00:00,14,1,1,"['sensex', 'sensex']",[],sensex,2026-09-05 19:16:04.304415+00:00,[],2026-09-05
"banknifty_baba|2026-09-05T10:33:41.833724+00:00|मंदी का माहौल है बाज़ार में, 47649 से नी",banknifty_baba,"मंदी का माहौल है बाज़ार में, 47649 से नीचे बिकवाली तेज #nifty50 Let's see how it closes.",2026-09-05 10:33:41.833724+00:00,1,0,0,"['nifty50', 'sensex']",[],nifty50,2026-09-05 19:16:04.273440+00:00,[],2026-09-05
"dalalstreet_diary|2026-09-05T03:58:46.963447+00:00|FIIs buying heavily today, #nifty50 coul",dalalstreet_diary,"FIIs buying heavily today, #nifty50 could test 22205 by expiry #optionstrading #dalalstreet",2026-09-05 03:58:46.963447+00:00,2,0,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.284333+00:00,[],2026-09-05
"the_bear_desk|2026-09-05T12:20:27.684314+00:00|Global cues supportive, #sensex likely t",the_bear_desk,"Global cues supportive, #sensex likely to open above 22989 tomorrow DYOR.",2026-09-05 12:20:27.684314+00:00,6,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.309350+00:00,[],2026-09-05
"algo_anil|2026-09-04T22:24:28.239479+00:00|Global cues supportive, #banknifty likel",algo_anil,"Global cues supportive, #banknifty likely to open above 49862 tomorrow DYOR.",2026-09-04 22:24:28.239479+00:00,3,0,0,['banknifty'],['user_073cae'],banknifty,2026-09-05 19:16:04.260236+00:00,[],2026-09-04
"chartwizard|2026-09-05T00:07:49.687832+00:00|Low volume day for #nifty50, market awai",chartwizard,"Low volume day for #nifty50, market awaiting 21842 confirmation DYOR.",2026-09-05 00:07:49.687832+00:00,13,1,2,['nifty50'],['user_f93ecb'],nifty50,2026-09-05 19:16:04.292598+00:00,[],2026-09-05
"the_bear_desk|2026-09-05T13:28:29.517525+00:00|Gap up opening expected for #sensex, 496",the_bear_desk,"Gap up opening expected for #sensex, 49600 is the level to watch",2026-09-05 13:28:29.517525+00:00,3,0,0,"['sensex', 'nifty50']",[],sensex,2026-09-05 19:16:04.285185+00:00,[],2026-09-05
MarketMaverick|2026-09-05T01:06:34.284048+00:00|Nifty ne resistance todi! bullish moment,MarketMaverick,"Nifty ne resistance todi! bullish momentum building, 21752 ke upar accumulate karo #nifty50",2026-09-05 01:06:34.284048+00:00,4,1,0,"['nifty50', 'banknifty']",[],nifty50,2026-09-05 19:16:04.265916+00:00,[],2026-09-05
niftyguru|2026-09-05T01:31:10.973354+00:00|Short positions added on #intraday below,niftyguru,"Short positions added on #intraday below 22366, target 22666",2026-09-05 01:31:10.973354+00:00,1,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.309562+00:00,[],2026-09-05
the_bear_desk|2026-09-04T19:56:16.997188+00:00|Nifty ne resistance todi! bullish moment,the_bear_desk,"Nifty ne resistance todi! bullish momentum building, 47744 ke upar accumulate karo #sensex RBI policy day today.",2026-09-04 19:56:16.997188+00:00,1,0,0,"['sensex', 'sensex']",[],sensex,2026-09-05 19:16:04.298785+00:00,[],2026-09-04
"algo_anil|2026-09-05T04:07:45.991276+00:00|Panic selling in #sensex, 50087 breakdow",algo_anil,"Panic selling in #sensex, 50087 breakdown confirmed, stop loss hit Keep an eye on FII/DII data.",2026-09-05 04:07:45.991276+00:00,14,1,1,"['sensex', 'nifty50']",[],sensex,2026-09-05 19:16:04.299712+00:00,[],2026-09-05
"swing_trader_in|2026-09-05T02:18:02.935412+00:00|Buy the dip on 21811, 21661 target for s",swing_trader_in,"Buy the dip on 21811, 21661 target for swing trade #intraday $NIFTY #stockmarket #trading",2026-09-05 02:18:02.935412+00:00,10,0,0,"['intraday', 'banknifty']",[],intraday,2026-09-05 19:16:04.313301+00:00,['NIFTY'],2026-09-05
"bull_on_dalal_st|2026-09-05T14:22:44.707864+00:00|Mixed signals on #nifty50 today, 49961 a",bull_on_dalal_st,"Mixed signals on #nifty50 today, 49961 acting as a pivot Thoughts?",2026-09-05 14:22:44.707864+00:00,10,2,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.303572+00:00,[],2026-09-05
quant_priya|2026-09-05T02:53:46.652583+00:00|Profit booking seen in #nifty50 near 497,quant_priya,"Profit booking seen in #nifty50 near 49740, caution advised Let's see how it closes.",2026-09-05 02:53:46.652583+00:00,6,0,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.267756+00:00,[],2026-09-05
"the_bear_desk|2026-09-05T15:19:20.231242+00:00|Low volume day for #banknifty, market aw",the_bear_desk,"Low volume day for #banknifty, market awaiting 50465 confirmation #optionstrading #dalalstreet Bajaj Finance also in focus.",2026-09-05 15:19:20.231242+00:00,3,0,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.283374+00:00,[],2026-09-05
"quant_priya|2026-09-05T11:29:48.226048+00:00|Tejji ka mahaul hai #intraday mein, 2246",quant_priya,"Tejji ka mahaul hai #intraday mein, 22465 pe strong buying dekhi RBI policy day today.",2026-09-05 11:29:48.226048+00:00,9,2,1,['intraday'],[],intraday,2026-09-05 19:16:04.279365+00:00,[],2026-09-05
"algo_anil|2026-09-05T11:27:28.647856+00:00|#nifty50 looking strong today, breakout ",algo_anil,"#nifty50 looking strong today, breakout above 22730, target 23350 #optionstrading #dalalstreet",2026-09-05 11:27:28.647856+00:00,4,0,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.261144+00:00,[],2026-09-05
"options_owl|2026-09-05T12:26:50.708348+00:00|Gap up opening expected for #nifty50, 22",options_owl,"Gap up opening expected for #nifty50, 22236 is the level to watch Keep an eye on FII/DII data.",2026-09-05 12:26:50.708348+00:00,15,4,1,"['nifty50', 'nifty50']",[],nifty50,2026-09-05 19:16:04.253190+00:00,[],2026-09-05
"trader_raj|2026-09-05T05:10:39.095593+00:00|Sensex rally continues, 49947 support ho",trader_raj,"Sensex rally continues, 49947 support holding well. Long positions looking good #sensex Kya lagta hai aap logo ka?",2026-09-05 05:10:39.095593+00:00,11,2,1,"['sensex', 'nifty50']",[],sensex,2026-09-05 19:16:04.311873+00:00,[],2026-09-05
quant_priya|2026-09-05T18:29:16.617031+00:00|#sensex range-bound between 23472 and 23,quant_priya,"#sensex range-bound between 23472 and 23172 today, waiting for a clear direction",2026-09-05 18:29:16.617031+00:00,11,1,2,['sensex'],['user_4c2dd7'],sensex,2026-09-05 19:16:04.305966+00:00,[],2026-09-05
"bull_on_dalal_st|2026-09-05T08:32:25.515241+00:00|#banknifty breaking down below 22542, ex",bull_on_dalal_st,"#banknifty breaking down below 22542, expecting further downside to 21922 RBI policy day today.",2026-09-05 08:32:25.515241+00:00,1,0,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.281543+00:00,[],2026-09-05
"options_owl|2026-09-04T23:33:55.467445+00:00|#banknifty consolidating near 50672, nee",options_owl,"#banknifty consolidating near 50672, need a breakout either side DYOR.",2026-09-04 23:33:55.467445+00:00,4,1,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.274836+00:00,[],2026-09-04
"trader_raj|2026-09-05T00:17:21.017362+00:00|आज #banknifty में भारी गिरावट, 49652 का ",trader_raj,"आज #banknifty में भारी गिरावट, 49652 का सपोर्ट टूटा NFA.",2026-09-05 00:17:21.017362+00:00,10,2,1,['banknifty'],[],banknifty,2026-09-05 19:16:04.255647+00:00,[],2026-09-05
"dalalstreet_diary|2026-09-05T13:26:42.629059+00:00|Low volume day for #banknifty, market aw",dalalstreet_diary,"Low volume day for #banknifty, market awaiting 22361 confirmation Volume bhi zyada hai aaj.",2026-09-05 13:26:42.629059+00:00,0,0,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.271305+00:00,[],2026-09-05
"niftyguru|2026-09-05T09:35:56.381924+00:00|Panic selling in #intraday, 22151 breakd",niftyguru,"Panic selling in #intraday, 22151 breakdown confirmed, stop loss hit NFA.",2026-09-05 09:35:56.381924+00:00,4,1,0,"['intraday', 'intraday']",[],intraday,2026-09-05 19:16:04.257447+00:00,[],2026-09-05
riskmanager_99|2026-09-05T08:35:27.706591+00:00|Short positions added on #sensex below 4,riskmanager_99,"Short positions added on #sensex below 49906, target 50356 NFA.",2026-09-05 08:35:27.706591+00:00,1,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.274030+00:00,[],2026-09-05
"dalalstreet_diary|2026-09-05T03:12:34.392496+00:00|मंदी का माहौल है बाज़ार में, 50371 से नी",dalalstreet_diary,"मंदी का माहौल है बाज़ार में, 50371 से नीचे बिकवाली तेज #nifty50 Adani Enterprises also in focus.",2026-09-05 03:12:34.392496+00:00,7,1,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.300356+00:00,[],2026-09-05
quant_priya|2026-09-05T08:45:17.294428+00:00|Short positions added on #banknifty belo,quant_priya,"Short positions added on #banknifty below 22629, target 23249 RBI policy day today.",2026-09-05 08:45:17.294428+00:00,15,4,2,['banknifty'],[],banknifty,2026-09-05 19:16:04.299600+00:00,[],2026-09-05
"chartwizard|2026-09-05T06:53:05.825374+00:00|Low volume day for #nifty50, market awai",chartwizard,"Low volume day for #nifty50, market awaiting 22497 confirmation Kya lagta hai aap logo ka?",2026-09-05 06:53:05.825374+00:00,3,0,0,['nifty50'],['user_88d50c'],nifty50,2026-09-05 19:16:04.296098+00:00,[],2026-09-05
"chartwizard|2026-09-05T01:15:08.622521+00:00|#nifty50 breaking down below 21732, expe",chartwizard,"#nifty50 breaking down below 21732, expecting further downside to 22352 NFA.",2026-09-05 01:15:08.622521+00:00,3,0,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.277894+00:00,[],2026-09-05
"chartwizard|2026-09-04T19:49:32.723847+00:00|#sensex showing higher highs, 22811 brok",chartwizard,"#sensex showing higher highs, 22811 broken with volume, next stop 22361 SBI also in focus.",2026-09-04 19:49:32.723847+00:00,11,1,1,['sensex'],[],sensex,2026-09-05 19:16:04.295437+00:00,[],2026-09-04
"trader_raj|2026-09-05T01:13:46.286685+00:00|Sideways action continues on #banknifty,",trader_raj,"Sideways action continues on #banknifty, 48029-48829 range holding DYOR.",2026-09-05 01:13:46.286685+00:00,4,0,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.265355+00:00,[],2026-09-05
"riskmanager_99|2026-09-05T13:55:32.649235+00:00|Global markets weak overnight, #nifty50 ",riskmanager_99,"Global markets weak overnight, #nifty50 may gap down below 50794 Volume bhi zyada hai aaj.",2026-09-05 13:55:32.649235+00:00,15,2,2,['nifty50'],[],nifty50,2026-09-05 19:16:04.288741+00:00,[],2026-09-05
"chartwizard|2026-09-05T05:11:11.345138+00:00|#banknifty showing higher highs, 22881 b",chartwizard,"#banknifty showing higher highs, 22881 broken with volume, next stop 23681",2026-09-05 05:11:11.345138+00:00,1,0,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.307057+00:00,[],2026-09-05
"algo_anil|2026-09-05T17:58:26.437725+00:00|#nifty50 breaking down below 48957, expe",algo_anil,"#nifty50 breaking down below 48957, expecting further downside to 49257 Let's see how it closes.",2026-09-05 17:58:26.437725+00:00,1,0,0,"['nifty50', 'intraday']",['user_abf588'],nifty50,2026-09-05 19:16:04.301932+00:00,[],2026-09-05
"bull_on_dalal_st|2026-09-04T21:52:55.758660+00:00|#intraday looking strong today, breakout",bull_on_dalal_st,"#intraday looking strong today, breakout above 48510, target 48660 RBI policy day today.",2026-09-04 21:52:55.758660+00:00,1,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.283695+00:00,[],2026-09-04
"trader_raj|2026-09-05T14:36:00.790088+00:00|Global cues supportive, #banknifty likel",trader_raj,"Global cues supportive, #banknifty likely to open above 47576 tomorrow RBI policy day today.",2026-09-05 14:36:00.790088+00:00,6,1,0,"['banknifty', 'banknifty']",[],banknifty,2026-09-05 19:16:04.304843+00:00,[],2026-09-05
"the_bear_desk|2026-09-05T02:51:59.277232+00:00|#sensex forming lower lows, 49966 suppor",the_bear_desk,"#sensex forming lower lows, 49966 support gone, next target 50116",2026-09-05 02:51:59.277232+00:00,7,1,0,"['sensex', 'nifty50']",['user_fa9c1f'],sensex,2026-09-05 19:16:04.279074+00:00,[],2026-09-05
"trader_raj|2026-09-05T07:44:54.793837+00:00|Mixed signals on #nifty50 today, 22197 a",trader_raj,"Mixed signals on #nifty50 today, 22197 acting as a pivot NFA.",2026-09-05 07:44:54.793837+00:00,11,0,2,['nifty50'],[],nifty50,2026-09-05 19:16:04.293758+00:00,[],2026-09-05
riskmanager_99|2026-09-05T01:22:24.389065+00:00|Positional buy initiated on #banknifty a,riskmanager_99,"Positional buy initiated on #banknifty above 23344, SL below 22724 Budget session ahead, stay alert.",2026-09-05 01:22:24.389065+00:00,0,0,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.303234+00:00,[],2026-09-05
"swing_trader_in|2026-09-05T13:57:48.921229+00:00|Global markets weak overnight, #sensex m",swing_trader_in,"Global markets weak overnight, #sensex may gap down below 50056 Thoughts?",2026-09-05 13:57:48.921229+00:00,12,1,0,['sensex'],[],sensex,2026-09-05 19:16:04.264279+00:00,[],2026-09-05
"MarketMaverick|2026-09-05T01:59:28.773995+00:00|Panic selling in #sensex, 49256 breakdow",MarketMaverick,"Panic selling in #sensex, 49256 breakdown confirmed, stop loss hit",2026-09-05 01:59:28.773995+00:00,11,3,0,['sensex'],[],sensex,2026-09-05 19:16:04.297492+00:00,[],2026-09-05
"dalalstreet_diary|2026-09-05T15:01:42.204691+00:00|#sensex showing higher highs, 23105 brok",dalalstreet_diary,"#sensex showing higher highs, 23105 broken with volume, next stop 22655 Volume bhi zyada hai aaj.",2026-09-05 15:01:42.204691+00:00,15,2,1,['sensex'],[],sensex,2026-09-05 19:16:04.253613+00:00,[],2026-09-05
"the_bear_desk|2026-09-05T04:32:57.739061+00:00|#intraday forming lower lows, 22405 supp",the_bear_desk,"#intraday forming lower lows, 22405 support gone, next target 22555 Budget session ahead, stay alert. Bajaj Finance also in focus.",2026-09-05 04:32:57.739061+00:00,4,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.273193+00:00,[],2026-09-05
"options_owl|2026-09-05T06:25:06.279502+00:00|आज #banknifty में जबरदस्त तेजी, 21675 का",options_owl,"आज #banknifty में जबरदस्त तेजी, 21675 का स्तर पार DYOR. HDFC Bank also in focus.",2026-09-05 06:25:06.279502+00:00,3,0,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.264433+00:00,[],2026-09-05
"dalalstreet_diary|2026-09-05T18:43:01.517367+00:00|मंदी का माहौल है बाज़ार में, 48771 से नी",dalalstreet_diary,"मंदी का माहौल है बाज़ार में, 48771 से नीचे बिकवाली तेज #banknifty Let's see how it closes.",2026-09-05 18:43:01.517367+00:00,3,0,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.274744+00:00,[],2026-09-05
"banknifty_baba|2026-09-05T16:09:28.849791+00:00|Global cues supportive, #nifty50 likely ",banknifty_baba,"Global cues supportive, #nifty50 likely to open above 23324 tomorrow Keep an eye on FII/DII data.",2026-09-05 16:09:28.849791+00:00,1,0,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.270268+00:00,[],2026-09-05
"niftyguru|2026-09-05T12:53:41.409960+00:00|Global markets weak overnight, #nifty50 ",niftyguru,"Global markets weak overnight, #nifty50 may gap down below 49194 Keep an eye on FII/DII data.",2026-09-05 12:53:41.409960+00:00,13,1,1,['nifty50'],[],nifty50,2026-09-05 19:16:04.264097+00:00,[],2026-09-05
"chartwizard|2026-09-05T05:24:02.153652+00:00|FIIs selling continuously, #nifty50 weak",chartwizard,"FIIs selling continuously, #nifty50 weak below 21542 Thoughts?",2026-09-05 05:24:02.153652+00:00,5,1,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.294387+00:00,[],2026-09-05
"swing_trader_in|2026-09-04T23:49:03.053227+00:00|Watching #sensex closely, no clear trend",swing_trader_in,"Watching #sensex closely, no clear trend yet. What's everyone's view on 21514? NFA.",2026-09-04 23:49:03.053227+00:00,4,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.257023+00:00,[],2026-09-04
"MarketMaverick|2026-09-05T00:14:07.508617+00:00|#sensex forming lower lows, 22619 suppor",MarketMaverick,"#sensex forming lower lows, 22619 support gone, next target 22769 Kya lagta hai aap logo ka?",2026-09-05 00:14:07.508617+00:00,5,0,0,['sensex'],['user_fc9439'],sensex,2026-09-05 19:16:04.290078+00:00,[],2026-09-05
"chartwizard|2026-09-05T15:37:34.844782+00:00|Buy the dip on 23310, 23610 target for s",chartwizard,"Buy the dip on 23310, 23610 target for swing trade #banknifty $NIFTY Keep an eye on FII/DII data. ITC also in focus.",2026-09-05 15:37:34.844782+00:00,12,2,0,['banknifty'],['user_a33c99'],banknifty,2026-09-05 19:16:04.277460+00:00,['NIFTY'],2026-09-05
"niftyguru|2026-09-05T00:50:46.671751+00:00|#intraday looking strong today, breakout",niftyguru,"#intraday looking strong today, breakout above 22125, target 22575 #optionstrading #dalalstreet",2026-09-05 00:50:46.671751+00:00,6,1,0,['intraday'],[],intraday,2026-09-05 19:16:04.303017+00:00,[],2026-09-05
"the_bear_desk|2026-09-05T06:29:47.794087+00:00|Gap up opening expected for #banknifty, ",the_bear_desk,"Gap up opening expected for #banknifty, 50689 is the level to watch Let's see how it closes.",2026-09-05 06:29:47.794087+00:00,2,0,0,"['banknifty', 'banknifty']",[],banknifty,2026-09-05 19:16:04.295283+00:00,[],2026-09-05
"algo_anil|2026-09-05T03:57:13.002219+00:00|Sell on rise strategy for #nifty50, resi",algo_anil,"Sell on rise strategy for #nifty50, resistance at 21529 not breaking Options data suggests the same.",2026-09-05 03:57:13.002219+00:00,3,0,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.273299+00:00,[],2026-09-05
"riskmanager_99|2026-09-04T22:20:27.344207+00:00|Gap up opening expected for #intraday, 5",riskmanager_99,"Gap up opening expected for #intraday, 50008 is the level to watch Thoughts?",2026-09-04 22:20:27.344207+00:00,7,2,0,['intraday'],[],intraday,2026-09-05 19:16:04.257501+00:00,[],2026-09-04
"swing_trader_in|2026-09-05T08:06:55.226082+00:00|आज #sensex में भारी गिरावट, 22509 का सपो",swing_trader_in,"आज #sensex में भारी गिरावट, 22509 का सपोर्ट टूटा DYOR.",2026-09-05 08:06:55.226082+00:00,1,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.292359+00:00,[],2026-09-05
"swing_trader_in|2026-09-05T02:23:28.191613+00:00|FIIs selling continuously, #intraday wea",swing_trader_in,"FIIs selling continuously, #intraday weak below 49362",2026-09-05 02:23:28.191613+00:00,11,0,1,"['intraday', 'banknifty']",[],intraday,2026-09-05 19:16:04.282870+00:00,[],2026-09-05
"bull_on_dalal_st|2026-09-05T08:28:38.071078+00:00|#nifty50 breaking down below 21702, expe",bull_on_dalal_st,"#nifty50 breaking down below 21702, expecting further downside to 21252",2026-09-05 08:28:38.071078+00:00,15,3,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.306006+00:00,[],2026-09-05
"niftyguru|2026-09-05T07:17:55.070308+00:00|Sensex rally continues, 48037 support ho",niftyguru,"Sensex rally continues, 48037 support holding well. Long positions looking good #intraday Kya lagta hai aap logo ka?",2026-09-05 07:17:55.070308+00:00,3,0,0,['intraday'],['user_9793b3'],intraday,2026-09-05 19:16:04.295807+00:00,[],2026-09-05
"dalalstreet_diary|2026-09-05T08:59:55.713083+00:00|#sensex consolidating near 21826, need a",dalalstreet_diary,"#sensex consolidating near 21826, need a breakout either side Thoughts?",2026-09-05 08:59:55.713083+00:00,10,2,0,"['sensex', 'sensex']",[],sensex,2026-09-05 19:16:04.275769+00:00,[],2026-09-05
"the_bear_desk|2026-09-05T06:24:25.241456+00:00|आज #nifty50 में भारी गिरावट, 22800 का सप",the_bear_desk,"आज #nifty50 में भारी गिरावट, 22800 का सपोर्ट टूटा Kya lagta hai aap logo ka?",2026-09-05 06:24:25.241456+00:00,6,1,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.306570+00:00,[],2026-09-05
"dalalstreet_diary|2026-09-05T05:57:11.934831+00:00|#intraday looking strong today, breakout",dalalstreet_diary,"#intraday looking strong today, breakout above 49764, target 49144 Keep an eye on FII/DII data.",2026-09-05 05:57:11.934831+00:00,12,0,1,['intraday'],[],intraday,2026-09-05 19:16:04.281852+00:00,[],2026-09-05
riskmanager_99|2026-09-04T23:01:56.188129+00:00|Positional buy initiated on #sensex abov,riskmanager_99,"Positional buy initiated on #sensex above 50530, SL below 50080 Thoughts?",2026-09-04 23:01:56.188129+00:00,13,1,1,['sensex'],[],sensex,2026-09-05 19:16:04.302861+00:00,[],2026-09-04
swing_trader_in|2026-09-05T13:28:26.639055+00:00|#sensex range-bound between 21609 and 22,swing_trader_in,"#sensex range-bound between 21609 and 22229 today, waiting for a clear direction Options data suggests the same.",2026-09-05 13:28:26.639055+00:00,1,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.257986+00:00,[],2026-09-05
"options_owl|2026-09-04T21:34:43.031960+00:00|आज #nifty50 में भारी गिरावट, 49718 का सप",options_owl,"आज #nifty50 में भारी गिरावट, 49718 का सपोर्ट टूटा Let's see how it closes.",2026-09-04 21:34:43.031960+00:00,10,2,1,['nifty50'],['user_c992ee'],nifty50,2026-09-05 19:16:04.309755+00:00,[],2026-09-04
"quant_priya|2026-09-05T03:57:01.775241+00:00|#sensex forming lower lows, 48693 suppor",quant_priya,"#sensex forming lower lows, 48693 support gone, next target 49143",2026-09-05 03:57:01.775241+00:00,14,3,1,['sensex'],[],sensex,2026-09-05 19:16:04.285040+00:00,[],2026-09-05
"banknifty_baba|2026-09-05T03:56:54.690285+00:00|मंदी का माहौल है बाज़ार में, 48394 से नी",banknifty_baba,"मंदी का माहौल है बाज़ार में, 48394 से नीचे बिकवाली तेज #sensex NFA.",2026-09-05 03:56:54.690285+00:00,6,0,0,"['sensex', 'nifty50']",['user_b4c45f'],sensex,2026-09-05 19:16:04.257059+00:00,[],2026-09-05
chartwizard|2026-09-05T12:30:08.122535+00:00|#nifty50 range-bound between 22622 and 2,chartwizard,"#nifty50 range-bound between 22622 and 23422 today, waiting for a clear direction #optionstrading #dalalstreet",2026-09-05 12:30:08.122535+00:00,3,0,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.288243+00:00,[],2026-09-05
"riskmanager_99|2026-09-04T22:42:42.692393+00:00|#intraday forming lower lows, 49109 supp",riskmanager_99,"#intraday forming lower lows, 49109 support gone, next target 48659",2026-09-04 22:42:42.692393+00:00,3,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.296111+00:00,[],2026-09-04
"MarketMaverick|2026-09-04T19:19:35.900467+00:00|Market crash ho sakta hai, 23196 ka supp",MarketMaverick,"Market crash ho sakta hai, 23196 ka support toot gaya, bearish on #banknifty Keep an eye on FII/DII data.",2026-09-04 19:19:35.900467+00:00,9,0,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.305980+00:00,[],2026-09-04
"the_bear_desk|2026-09-05T11:47:35.381638+00:00|FIIs buying heavily today, #intraday cou",the_bear_desk,"FIIs buying heavily today, #intraday could test 49482 by expiry #optionstrading #dalalstreet",2026-09-05 11:47:35.381638+00:00,14,3,0,['intraday'],[],intraday,2026-09-05 19:16:04.298923+00:00,[],2026-09-05
"the_bear_desk|2026-09-04T21:35:21.535411+00:00|Buy the dip on 22493, 22943 target for s",the_bear_desk,"Buy the dip on 22493, 22943 target for swing trade #intraday $NIFTY Keep an eye on FII/DII data.",2026-09-04 21:35:21.535411+00:00,12,0,2,['intraday'],[],intraday,2026-09-05 19:16:04.254726+00:00,['NIFTY'],2026-09-04
"the_bear_desk|2026-09-05T16:45:34.370823+00:00|Gap up opening expected for #banknifty, ",the_bear_desk,"Gap up opening expected for #banknifty, 22598 is the level to watch Kya lagta hai aap logo ka?",2026-09-05 16:45:34.370823+00:00,6,0,1,['banknifty'],[],banknifty,2026-09-05 19:16:04.282389+00:00,[],2026-09-05
"options_owl|2026-09-05T13:01:27.892235+00:00|Market crash ho sakta hai, 22007 ka supp",options_owl,"Market crash ho sakta hai, 22007 ka support toot gaya, bearish on #intraday",2026-09-05 13:01:27.892235+00:00,11,2,0,"['intraday', 'sensex']",[],intraday,2026-09-05 19:16:04.264412+00:00,[],2026-09-05
"sensex_scalper|2026-09-04T18:56:55.802509+00:00|Sell on rise strategy for #nifty50, resi",sensex_scalper,"Sell on rise strategy for #nifty50, resistance at 23054 not breaking RBI policy day today.",2026-09-04 18:56:55.802509+00:00,13,1,1,['nifty50'],[],nifty50,2026-09-05 19:16:04.297079+00:00,[],2026-09-04
"bull_on_dalal_st|2026-09-05T18:30:47.889018+00:00|आज #intraday में जबरदस्त तेजी, 22292 का ",bull_on_dalal_st,"आज #intraday में जबरदस्त तेजी, 22292 का स्तर पार RBI policy day today.",2026-09-05 18:30:47.889018+00:00,9,1,1,"['intraday', 'banknifty']",[],intraday,2026-09-05 19:16:04.276560+00:00,[],2026-09-05
"swing_trader_in|2026-09-05T00:04:46.569156+00:00|Buy the dip on 21823, 21523 target for s",swing_trader_in,"Buy the dip on 21823, 21523 target for swing trade #sensex $NIFTY Keep an eye on FII/DII data.",2026-09-05 00:04:46.569156+00:00,8,1,1,['sensex'],[],sensex,2026-09-05 19:16:04.292615+00:00,['NIFTY'],2026-09-05
"riskmanager_99|2026-09-04T19:28:16.434839+00:00|#intraday breaking down below 22316, exp",riskmanager_99,"#intraday breaking down below 22316, expecting further downside to 21696 Thoughts?",2026-09-04 19:28:16.434839+00:00,3,0,0,"['intraday', 'sensex']",[],intraday,2026-09-05 19:16:04.281879+00:00,[],2026-09-04
